"bg","N","w1","prob","w2"
"easier than",8,"easier",3.42384261280277e-06,"than"
"easier to",49,"easier",2.0971036003417e-05,"to"
"easiest way",7,"easiest",2.99586228620243e-06,"way"
"easily as",8,"easily",3.42384261280277e-06,"as"
"easily be",6,"easily",2.56788195960208e-06,"be"
"easily in",5,"easily",2.13990163300173e-06,"in"
"easily the",9,"easily",3.85182293940312e-06,"the"
"east and",12,"east",5.13576391920416e-06,"and"
"east coast",21,"east",8.98758685860728e-06,"coast"
"east is",5,"east",2.13990163300173e-06,"is"
"east media",5,"east",2.13990163300173e-06,"media"
"east of",11,"east",4.70778359260381e-06,"of"
"east side",15,"east",6.4197048990052e-06,"side"
"east st",10,"east",4.27980326600347e-06,"st"
"east th",8,"east",3.42384261280277e-06,"th"
"east to",7,"east",2.99586228620243e-06,"to"
"east village",5,"east",2.13990163300173e-06,"village"
"easter bunny",8,"easter",3.42384261280277e-06,"bunny"
"easter egg",9,"easter",3.85182293940312e-06,"egg"
"easter weekend",5,"easter",2.13990163300173e-06,"weekend"
"eastern conference",8,"eastern",3.42384261280277e-06,"conference"
"eastern europe",7,"eastern",2.99586228620243e-06,"europe"
"easy and",15,"easy",6.4197048990052e-06,"and"
"easy as",12,"easy",5.13576391920416e-06,"as"
"easy but",5,"easy",2.13990163300173e-06,"but"
"easy enough",5,"easy",2.13990163300173e-06,"enough"
"easy for",25,"easy",1.06995081650087e-05,"for"
"easy it",10,"easy",4.27980326600347e-06,"it"
"easy on",6,"easy",2.56788195960208e-06,"on"
"easy the",5,"easy",2.13990163300173e-06,"the"
"easy to",131,"easy",5.60654227846454e-05,"to"
"easy way",8,"easy",3.42384261280277e-06,"way"
"eat a",20,"eat",8.55960653200694e-06,"a"
"eat and",20,"eat",8.55960653200694e-06,"and"
"eat as",5,"eat",2.13990163300173e-06,"as"
"eat at",17,"eat",7.2756655522059e-06,"at"
"eat for",10,"eat",4.27980326600347e-06,"for"
"eat i",5,"eat",2.13990163300173e-06,"i"
"eat in",6,"eat",2.56788195960208e-06,"in"
"eat it",30,"eat",1.28394097980104e-05,"it"
"eat more",5,"eat",2.13990163300173e-06,"more"
"eat my",10,"eat",4.27980326600347e-06,"my"
"eat right",5,"eat",2.13990163300173e-06,"right"
"eat something",6,"eat",2.56788195960208e-06,"something"
"eat that",5,"eat",2.13990163300173e-06,"that"
"eat the",14,"eat",5.99172457240486e-06,"the"
"eat them",10,"eat",4.27980326600347e-06,"them"
"eat your",6,"eat",2.56788195960208e-06,"your"
"eating a",16,"eating",6.84768522560555e-06,"a"
"eating and",12,"eating",5.13576391920416e-06,"and"
"eating at",5,"eating",2.13990163300173e-06,"at"
"eating dinner",5,"eating",2.13990163300173e-06,"dinner"
"eating disorders",5,"eating",2.13990163300173e-06,"disorders"
"eating in",5,"eating",2.13990163300173e-06,"in"
"eating the",10,"eating",4.27980326600347e-06,"the"
"economic activity",8,"economic",3.42384261280277e-06,"activity"
"economic and",10,"economic",4.27980326600347e-06,"and"
"economic development",28,"economic",1.19834491448097e-05,"development"
"economic growth",15,"economic",6.4197048990052e-06,"growth"
"economic recovery",10,"economic",4.27980326600347e-06,"recovery"
"economic times",9,"economic",3.85182293940312e-06,"times"
"economics of",5,"economics",2.13990163300173e-06,"of"
"economist at",9,"economist",3.85182293940312e-06,"at"
"economy and",23,"economy",9.84354751180798e-06,"and"
"economy in",6,"economy",2.56788195960208e-06,"in"
"economy is",21,"economy",8.98758685860728e-06,"is"
"economy will",7,"economy",2.99586228620243e-06,"will"
"ed and",5,"ed",2.13990163300173e-06,"and"
"edge and",6,"edge",2.56788195960208e-06,"and"
"edge of",46,"edge",1.9687095023616e-05,"of"
"edge on",6,"edge",2.56788195960208e-06,"on"
"edge to",7,"edge",2.99586228620243e-06,"to"
"edges of",7,"edges",2.99586228620243e-06,"of"
"editing and",5,"editing",2.13990163300173e-06,"and"
"edition of",11,"edition",4.70778359260381e-06,"of"
"editor and",7,"editor",2.99586228620243e-06,"and"
"editor at",8,"editor",3.42384261280277e-06,"at"
"editor for",5,"editor",2.13990163300173e-06,"for"
"editor in",7,"editor",2.99586228620243e-06,"in"
"editor of",17,"editor",7.2756655522059e-06,"of"
"educated and",5,"educated",2.13990163300173e-06,"and"
"education and",42,"education",1.79751737172146e-05,"and"
"education for",6,"education",2.56788195960208e-06,"for"
"education in",10,"education",4.27980326600347e-06,"in"
"education is",10,"education",4.27980326600347e-06,"is"
"education meeting",5,"education",2.13990163300173e-06,"meeting"
"education reform",5,"education",2.13990163300173e-06,"reform"
"education system",5,"education",2.13990163300173e-06,"system"
"education the",5,"education",2.13990163300173e-06,"the"
"education to",5,"education",2.13990163300173e-06,"to"
"education was",5,"education",2.13990163300173e-06,"was"
"educational programs",6,"educational",2.56788195960208e-06,"programs"
"effect is",7,"effect",2.99586228620243e-06,"is"
"effect of",23,"effect",9.84354751180798e-06,"of"
"effect on",26,"effect",1.1127488491609e-05,"on"
"effect the",5,"effect",2.13990163300173e-06,"the"
"effective and",5,"effective",2.13990163300173e-06,"and"
"effectiveness of",8,"effectiveness",3.42384261280277e-06,"of"
"effects and",5,"effects",2.13990163300173e-06,"and"
"effects of",29,"effects",1.24114294714101e-05,"of"
"effects on",5,"effects",2.13990163300173e-06,"on"
"efficient and",6,"efficient",2.56788195960208e-06,"and"
"effort and",11,"effort",4.70778359260381e-06,"and"
"effort i",5,"effort",2.13990163300173e-06,"i"
"effort in",6,"effort",2.56788195960208e-06,"in"
"effort is",8,"effort",3.42384261280277e-06,"is"
"effort to",84,"effort",3.59503474344291e-05,"to"
"efforts by",7,"efforts",2.99586228620243e-06,"by"
"efforts in",5,"efforts",2.13990163300173e-06,"in"
"efforts of",9,"efforts",3.85182293940312e-06,"of"
"efforts to",49,"efforts",2.0971036003417e-05,"to"
"egg and",12,"egg",5.13576391920416e-06,"and"
"egg hunt",5,"egg",2.13990163300173e-06,"hunt"
"egg white",6,"egg",2.56788195960208e-06,"white"
"egg whites",9,"egg",3.85182293940312e-06,"whites"
"eggs and",17,"eggs",7.2756655522059e-06,"and"
"eggs i",8,"eggs",3.42384261280277e-06,"i"
"eggs in",7,"eggs",2.99586228620243e-06,"in"
"eiffel tower",5,"eiffel",2.13990163300173e-06,"tower"
"eight and",6,"eight",2.56788195960208e-06,"and"
"eight games",10,"eight",4.27980326600347e-06,"games"
"eight minutes",6,"eight",2.56788195960208e-06,"minutes"
"eight months",13,"eight",5.56374424580451e-06,"months"
"eight of",12,"eight",5.13576391920416e-06,"of"
"eight people",7,"eight",2.99586228620243e-06,"people"
"eight percent",5,"eight",2.13990163300173e-06,"percent"
"eight points",7,"eight",2.99586228620243e-06,"points"
"eight teams",6,"eight",2.56788195960208e-06,"teams"
"eight weeks",6,"eight",2.56788195960208e-06,"weeks"
"eight year",6,"eight",2.56788195960208e-06,"year"
"eight years",21,"eight",8.98758685860728e-06,"years"
"eighth grade",7,"eighth",2.99586228620243e-06,"grade"
"eighth graders",8,"eighth",3.42384261280277e-06,"graders"
"eighth inning",5,"eighth",2.13990163300173e-06,"inning"
"either a",14,"either",5.99172457240486e-06,"a"
"either be",5,"either",2.13990163300173e-06,"be"
"either but",12,"either",5.13576391920416e-06,"but"
"either case",6,"either",2.56788195960208e-06,"case"
"either for",5,"either",2.13990163300173e-06,"for"
"either have",5,"either",2.13990163300173e-06,"have"
"either he",5,"either",2.13990163300173e-06,"he"
"either i",14,"either",5.99172457240486e-06,"i"
"either in",14,"either",5.99172457240486e-06,"in"
"either it",5,"either",2.13990163300173e-06,"it"
"either of",14,"either",5.99172457240486e-06,"of"
"either one",7,"either",2.99586228620243e-06,"one"
"either or",8,"either",3.42384261280277e-06,"or"
"either side",14,"either",5.99172457240486e-06,"side"
"either that",10,"either",4.27980326600347e-06,"that"
"either the",17,"either",7.2756655522059e-06,"the"
"either to",5,"either",2.13990163300173e-06,"to"
"either way",57,"either",2.43948786162198e-05,"way"
"either you",7,"either",2.99586228620243e-06,"you"
"el dorado",5,"el",2.13990163300173e-06,"dorado"
"el paso",8,"el",3.42384261280277e-06,"paso"
"elderly and",5,"elderly",2.13990163300173e-06,"and"
"elected in",6,"elected",2.56788195960208e-06,"in"
"elected officials",18,"elected",7.70364587880624e-06,"officials"
"elected to",17,"elected",7.2756655522059e-06,"to"
"election and",5,"election",2.13990163300173e-06,"and"
"election but",6,"election",2.56788195960208e-06,"but"
"election cycle",5,"election",2.13990163300173e-06,"cycle"
"election day",15,"election",6.4197048990052e-06,"day"
"election i",5,"election",2.13990163300173e-06,"i"
"election in",13,"election",5.56374424580451e-06,"in"
"election the",5,"election",2.13990163300173e-06,"the"
"election to",9,"election",3.85182293940312e-06,"to"
"election year",5,"election",2.13990163300173e-06,"year"
"electric mixer",8,"electric",3.42384261280277e-06,"mixer"
"electrical engineering",7,"electrical",2.99586228620243e-06,"engineering"
"element in",7,"element",2.99586228620243e-06,"in"
"element of",12,"element",5.13576391920416e-06,"of"
"element to",6,"element",2.56788195960208e-06,"to"
"elementary school",37,"elementary",1.58352720842128e-05,"school"
"elements in",8,"elements",3.42384261280277e-06,"in"
"elements of",14,"elements",5.99172457240486e-06,"of"
"elements that",7,"elements",2.99586228620243e-06,"that"
"elements to",5,"elements",2.13990163300173e-06,"to"
"eligible for",15,"eligible",6.4197048990052e-06,"for"
"eligible to",7,"eligible",2.99586228620243e-06,"to"
"eliminate the",10,"eliminate",4.27980326600347e-06,"the"
"eliminating the",8,"eliminating",3.42384261280277e-06,"the"
"elimination of",7,"elimination",2.99586228620243e-06,"of"
"elizabeth and",5,"elizabeth",2.13990163300173e-06,"and"
"elliott said",5,"elliott",2.13990163300173e-06,"said"
"else a",6,"else",2.56788195960208e-06,"a"
"else and",14,"else",5.99172457240486e-06,"and"
"else at",5,"else",2.13990163300173e-06,"at"
"else but",17,"else",7.2756655522059e-06,"but"
"else can",7,"else",2.99586228620243e-06,"can"
"else could",5,"else",2.13990163300173e-06,"could"
"else do",5,"else",2.13990163300173e-06,"do"
"else has",7,"else",2.99586228620243e-06,"has"
"else he",6,"else",2.56788195960208e-06,"he"
"else i",27,"else",1.15554688182094e-05,"i"
"else in",20,"else",8.55960653200694e-06,"in"
"else is",28,"else",1.19834491448097e-05,"is"
"else it",7,"else",2.99586228620243e-06,"it"
"else just",6,"else",2.56788195960208e-06,"just"
"else on",6,"else",2.56788195960208e-06,"on"
"else so",5,"else",2.13990163300173e-06,"so"
"else that",12,"else",5.13576391920416e-06,"that"
"else the",9,"else",3.85182293940312e-06,"the"
"else to",30,"else",1.28394097980104e-05,"to"
"else was",16,"else",6.84768522560555e-06,"was"
"else we",6,"else",2.56788195960208e-06,"we"
"else when",6,"else",2.56788195960208e-06,"when"
"else who",8,"else",3.42384261280277e-06,"who"
"else will",8,"else",3.42384261280277e-06,"will"
"else would",8,"else",3.42384261280277e-06,"would"
"elsewhere in",11,"elsewhere",4.70778359260381e-06,"in"
"em up",5,"em",2.13990163300173e-06,"up"
"email a",5,"email",2.13990163300173e-06,"a"
"email address",19,"email",8.13162620540659e-06,"address"
"email and",20,"email",8.55960653200694e-06,"and"
"email at",10,"email",4.27980326600347e-06,"at"
"email for",8,"email",3.42384261280277e-06,"for"
"email from",12,"email",5.13576391920416e-06,"from"
"email i",14,"email",5.99172457240486e-06,"i"
"email if",6,"email",2.56788195960208e-06,"if"
"email is",12,"email",5.13576391920416e-06,"is"
"email it",6,"email",2.56788195960208e-06,"it"
"email me",32,"email",1.36953704512111e-05,"me"
"email or",8,"email",3.42384261280277e-06,"or"
"email so",5,"email",2.13990163300173e-06,"so"
"email the",9,"email",3.85182293940312e-06,"the"
"email to",21,"email",8.98758685860728e-06,"to"
"email us",17,"email",7.2756655522059e-06,"us"
"email you",11,"email",4.70778359260381e-06,"you"
"emails and",6,"emails",2.56788195960208e-06,"and"
"emails from",6,"emails",2.56788195960208e-06,"from"
"emails to",5,"emails",2.13990163300173e-06,"to"
"embarked on",5,"embarked",2.13990163300173e-06,"on"
"embarrassed and",5,"embarrassed",2.13990163300173e-06,"and"
"embarrassed to",9,"embarrassed",3.85182293940312e-06,"to"
"embossing folder",6,"embossing",2.56788195960208e-06,"folder"
"embossing powder",6,"embossing",2.56788195960208e-06,"powder"
"embrace the",16,"embrace",6.84768522560555e-06,"the"
"emerge from",9,"emerge",3.85182293940312e-06,"from"
"emerged as",9,"emerged",3.85182293940312e-06,"as"
"emerged from",6,"emerged",2.56788195960208e-06,"from"
"emergence of",5,"emergence",2.13990163300173e-06,"of"
"emergency and",5,"emergency",2.13990163300173e-06,"and"
"emergency management",8,"emergency",3.42384261280277e-06,"management"
"emergency room",5,"emergency",2.13990163300173e-06,"room"
"emerging from",6,"emerging",2.56788195960208e-06,"from"
"emerging markets",6,"emerging",2.56788195960208e-06,"markets"
"eminent domain",9,"eminent",3.85182293940312e-06,"domain"
"emma stone",6,"emma",2.56788195960208e-06,"stone"
"emotional and",6,"emotional",2.56788195960208e-06,"and"
"emotions and",7,"emotions",2.99586228620243e-06,"and"
"emotions are",6,"emotions",2.56788195960208e-06,"are"
"emotions that",7,"emotions",2.99586228620243e-06,"that"
"emphasis on",30,"emphasis",1.28394097980104e-05,"on"
"emphasize the",5,"emphasize",2.13990163300173e-06,"the"
"empire and",5,"empire",2.13990163300173e-06,"and"
"empire state",6,"empire",2.56788195960208e-06,"state"
"employed by",13,"employed",5.56374424580451e-06,"by"
"employed in",8,"employed",3.42384261280277e-06,"in"
"employee and",5,"employee",2.13990163300173e-06,"and"
"employee of",6,"employee",2.56788195960208e-06,"of"
"employees and",19,"employees",8.13162620540659e-06,"and"
"employees are",6,"employees",2.56788195960208e-06,"are"
"employees from",6,"employees",2.56788195960208e-06,"from"
"employees in",7,"employees",2.99586228620243e-06,"in"
"employees of",8,"employees",3.42384261280277e-06,"of"
"employees to",15,"employees",6.4197048990052e-06,"to"
"employees were",7,"employees",2.99586228620243e-06,"were"
"employees who",15,"employees",6.4197048990052e-06,"who"
"employers to",6,"employers",2.56788195960208e-06,"to"
"employment in",6,"employment",2.56788195960208e-06,"in"
"empty and",5,"empty",2.13990163300173e-06,"and"
"empty the",6,"empty",2.56788195960208e-06,"the"
"en la",5,"en",2.13990163300173e-06,"la"
"en route",14,"en",5.99172457240486e-06,"route"
"encounter with",7,"encounter",2.99586228620243e-06,"with"
"encourage the",7,"encourage",2.99586228620243e-06,"the"
"encourage them",5,"encourage",2.13990163300173e-06,"them"
"encourage you",6,"encourage",2.56788195960208e-06,"you"
"encouraged by",8,"encouraged",3.42384261280277e-06,"by"
"encouraged to",14,"encouraged",5.99172457240486e-06,"to"
"encouragement and",5,"encouragement",2.13990163300173e-06,"and"
"end a",9,"end",3.85182293940312e-06,"a"
"end and",13,"end",5.56374424580451e-06,"and"
"end as",6,"end",2.56788195960208e-06,"as"
"end but",7,"end",2.99586228620243e-06,"but"
"end for",5,"end",2.13990163300173e-06,"for"
"end he",8,"end",3.42384261280277e-06,"he"
"end i",31,"end",1.32673901246108e-05,"i"
"end in",18,"end",7.70364587880624e-06,"in"
"end is",5,"end",2.13990163300173e-06,"is"
"end it",8,"end",3.42384261280277e-06,"it"
"end its",6,"end",2.56788195960208e-06,"its"
"end my",7,"end",2.99586228620243e-06,"my"
"end of",423,"end",0.000181035678151947,"of"
"end on",5,"end",2.13990163300173e-06,"on"
"end result",8,"end",3.42384261280277e-06,"result"
"end that",5,"end",2.13990163300173e-06,"that"
"end the",39,"end",1.66912327374135e-05,"the"
"end this",11,"end",4.70778359260381e-06,"this"
"end to",32,"end",1.36953704512111e-05,"to"
"end up",103,"end",4.40819736398357e-05,"up"
"end we",15,"end",6.4197048990052e-06,"we"
"end with",15,"end",6.4197048990052e-06,"with"
"end you",8,"end",3.42384261280277e-06,"you"
"end zone",5,"end",2.13990163300173e-06,"zone"
"endangered species",5,"endangered",2.13990163300173e-06,"species"
"ended and",6,"ended",2.56788195960208e-06,"and"
"ended in",15,"ended",6.4197048990052e-06,"in"
"ended it",5,"ended",2.13990163300173e-06,"it"
"ended the",14,"ended",5.99172457240486e-06,"the"
"ended up",112,"ended",4.79337965792388e-05,"up"
"ended when",5,"ended",2.13990163300173e-06,"when"
"ended with",12,"ended",5.13576391920416e-06,"with"
"ending at",5,"ending",2.13990163300173e-06,"at"
"ending in",5,"ending",2.13990163300173e-06,"in"
"ending the",6,"ending",2.56788195960208e-06,"the"
"ending to",8,"ending",3.42384261280277e-06,"to"
"ending with",6,"ending",2.56788195960208e-06,"with"
"endorsement of",10,"endorsement",4.27980326600347e-06,"of"
"ends at",5,"ends",2.13990163300173e-06,"at"
"ends in",6,"ends",2.56788195960208e-06,"in"
"ends of",13,"ends",5.56374424580451e-06,"of"
"ends up",26,"ends",1.1127488491609e-05,"up"
"ends with",13,"ends",5.56374424580451e-06,"with"
"enemies and",6,"enemies",2.56788195960208e-06,"and"
"enemies of",5,"enemies",2.13990163300173e-06,"of"
"enemy and",5,"enemy",2.13990163300173e-06,"and"
"energy and",31,"energy",1.32673901246108e-05,"and"
"energy efficiency",7,"energy",2.99586228620243e-06,"efficiency"
"energy efficient",5,"energy",2.13990163300173e-06,"efficient"
"energy for",5,"energy",2.13990163300173e-06,"for"
"energy i",6,"energy",2.56788195960208e-06,"i"
"energy in",5,"energy",2.13990163300173e-06,"in"
"energy is",9,"energy",3.85182293940312e-06,"is"
"energy of",13,"energy",5.56374424580451e-06,"of"
"energy on",6,"energy",2.56788195960208e-06,"on"
"energy to",21,"energy",8.98758685860728e-06,"to"
"enforcement agencies",6,"enforcement",2.56788195960208e-06,"agencies"
"enforcement officials",5,"enforcement",2.13990163300173e-06,"officials"
"engage in",12,"engage",5.13576391920416e-06,"in"
"engage with",5,"engage",2.13990163300173e-06,"with"
"engaged in",19,"engaged",8.13162620540659e-06,"in"
"engaging and",9,"engaging",3.85182293940312e-06,"and"
"engaging in",11,"engaging",4.70778359260381e-06,"in"
"engine and",6,"engine",2.56788195960208e-06,"and"
"engineer and",5,"engineer",2.13990163300173e-06,"and"
"engineering and",10,"engineering",4.27980326600347e-06,"and"
"engineering books",10,"engineering",4.27980326600347e-06,"books"
"engineers and",6,"engineers",2.56788195960208e-06,"and"
"england patriots",11,"england",4.70778359260381e-06,"patriots"
